NAME,clase,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,_NormalizedVDWVD1075,_PolarityD1075,_SecondaryStrD3025,_PolarityD3100,_ChargeD1100,_SecondaryStrT23,_PolarityD3025,_NormalizedVDWVC1,_NormalizedVDWVC3,_HydrophobicityT23,_SolventAccessibilityD1025,_PolarityD1100,_NormalizedVDWVD2100,_ChargeD3050,_PolarityD2001,_SolventAccessibilityD2025,_HydrophobicityD3050,_PolarityT12,_PolarityT13,_ChargeT23,_HydrophobicityD2100,_SolventAccessibilityD3001,_ChargeD1075,_SecondaryStrD1075,_PolarizabilityD2050,_SolventAccessibilityD3100,_PolarizabilityD1075,_HydrophobicityD3025,_PolarizabilityD3025,_SecondaryStrD3050,_SolventAccessibilityD2050,_HydrophobicityD2001,_SecondaryStrD2075,_PolarityD3050,_PolarityD1001,_ChargeD2075,_NormalizedVDWVD3025,_SolventAccessibilityD1100,_SecondaryStrD1100,_NormalizedVDWVD1001,_NormalizedVDWVD2050,_NormalizedVDWVC2,_PolarizabilityC2,_PolarizabilityC3,_NormalizedVDWVD3001,_PolarizabilityC1,_SecondaryStrC2,_SecondaryStrC3,_ChargeT12,_ChargeT13,_ChargeD1001,_ChargeD1025,_NormalizedVDWVD2025,_NormalizedVDWVD3050,_SecondaryStrD1025,_SolventAccessibilityD1050,_PolarizabilityD3001,_PolarityD2075,_SecondaryStrD3001,_ChargeD2025,_HydrophobicityD2050,_PolarizabilityD1100,_HydrophobicityC1,_HydrophobicityC2,_SolventAccessibilityD2100,_PolarizabilityD2001,_PolarizabilityD1025,_NormalizedVDWVT13,_PolarizabilityD3050,_SolventAccessibilityT13,_SolventAccessibilityT12,_PolarityD1050,_ChargeD3075,_SolventAccessibilityD1001,_HydrophobicityC3,_HydrophobicityD3100,_SecondaryStrD1050,_ChargeD3001,_SecondaryStrD2050,_PolarityD2025,_NormalizedVDWVD2001,_HydrophobicityD3075,_SecondaryStrD2025,_SolventAccessibilityD2001,_HydrophobicityD1025,_ChargeD1050,_SolventAccessibilityD3025,_PolarizabilityD3075,_PolarityD2100,_SecondaryStrD3100,_PolarizabilityT13,_PolarizabilityT12,_SecondaryStrD2001,_NormalizedVDWVD1050,_PolarizabilityD1050,_SolventAccessibilityT23,_ChargeC3,_ChargeC2,_ChargeC1,_NormalizedVDWVT23,_NormalizedVDWVD3100,_PolarizabilityD2025,_SolventAccessibilityD3075,_HydrophobicityD2075,_HydrophobicityD1075,_ChargeD2050,_ChargeD3100,_SecondaryStrC1,_ChargeD3025,_PolarityD3001,_PolarityD3075,_PolarityD1025,_SecondaryStrT13,_SecondaryStrT12,_HydrophobicityD1001,_SolventAccessibilityD1075,_HydrophobicityD1050,_HydrophobicityT13,_HydrophobicityT12,_SecondaryStrD1001,_NormalizedVDWVD1100,_NormalizedVDWVD3075,_NormalizedVDWVD1025,_SolventAccessibilityD2075,_SecondaryStrD2100,_PolarizabilityD3100,_SecondaryStrD3075,_NormalizedVDWVT12,_PolarizabilityT23,_SolventAccessibilityD3050,_PolarityT23,_PolarityD2050,_HydrophobicityD2025,_PolarizabilityD2075,_HydrophobicityD3001,_HydrophobicityD1100,_ChargeD2001,_SolventAccessibilityC1,_SolventAccessibilityC2,_SolventAccessibilityC3,_PolarizabilityD1001,_NormalizedVDWVD2075,_ChargeD2100,_PolarizabilityD2100,_PolarityC1,_PolarityC3,_PolarityC2
1UXY,1,3,0.93,0.76,3,0.81,0.63,2,0.98,0.553333333,17,15.66666667,5,6444.5,2274.266667,73.529,72.353,24.118,95.588,95.588,0.156,25.882,0.353,0.212,0.227,24.412,99.706,99.706,44.412,1.471,22.059,49.706,0.168,0.115,0.174,100,0.294,70.588,77.353,48.824,100,75.294,23.824,25.588,49.118,49.118,0.294,70,47.941,0.882,74.412,25.588,99.706,99.118,0.588,48.235,0.418,0.485,0.212,0.294,0.303,0.294,0.262,0.162,0.015,1.176,37.941,20.588,47.941,25,50,0.294,73.824,0.588,24.706,50.882,100,0.312,0.371,99.118,0.882,24.706,0.13,47.941,0.189,0.313,47.059,75.294,0.882,0.318,99.706,50,3.529,48.529,21.471,0.882,76.765,23.824,1.176,22.059,52.059,25.882,70.588,99.118,100,0.109,0.289,1.765,55,51.471,0.136,0.112,0.8,0.088,0.18,95.882,23.235,69.118,72.941,76.471,50.588,99.118,0.444,20.294,0.294,70.588,23.235,0.23,0.28,1.176,77.059,49.118,0.221,0.227,0.294,100,70.588,28.824,76.471,99.706,95.882,73.529,0.295,0.206,52.647,0.047,52.647,24.706,74.706,0.882,99.118,0.294,0.482,0.312,0.206,0.588,78.529,100,99.706,0.347,0.121,0.229
1vj3,1,2,0.96,0.553333333,1,0.81,0.563333333,2,1,0.563333333,32,20,8,277.5,252.4333333,71.77,72.249,23.445,98.086,98.086,0.183,28.708,0.325,0.306,0.245,26.794,99.043,99.043,71.77,1.435,28.708,49.282,0.149,0.111,0.178,97.608,3.349,76.555,72.727,43.541,97.608,69.378,25.359,27.751,45.455,54.067,3.349,74.163,51.675,3.828,69.856,27.751,99.043,99.043,3.349,43.541,0.344,0.383,0.306,2.871,0.292,0.306,0.278,0.197,0.043,2.871,18.66,25.837,58.373,27.751,49.282,2.871,75.598,1.435,23.445,46.89,98.565,0.316,0.33,98.565,1.435,22.967,0.255,58.373,0.245,0.279,50.239,85.646,3.828,0.335,99.043,49.761,15.789,52.153,24.402,1.435,73.206,22.01,1.435,28.708,46.411,20.096,78.469,96.172,98.565,0.226,0.216,4.306,47.847,47.847,0.149,0.115,0.727,0.139,0.192,98.086,25.837,69.378,65.55,78.469,46.89,98.565,0.397,42.105,2.871,77.512,25.359,0.264,0.212,1.435,72.249,54.067,0.24,0.188,1.914,98.565,78.469,22.967,78.469,97.608,98.086,73.684,0.24,0.226,45.455,0.053,40.67,21.531,69.856,3.828,98.565,1.435,0.402,0.316,0.263,3.349,67.943,99.043,99.043,0.368,0.167,0.153
2agt,1,2,0.8,1,4,0.79,0.71,3,0.91,0.71,20,19,7,473.6,334.3333333,73.065,72.446,28.483,98.452,96.904,0.152,22.91,0.325,0.248,0.242,22.601,99.381,99.071,46.749,4.025,23.529,47.678,0.161,0.115,0.165,98.452,1.238,75.851,74.303,50.774,98.452,73.065,24.768,26.316,50.464,51.393,0.929,77.399,52.322,1.858,74.613,26.316,99.381,99.071,0.929,48.297,0.393,0.48,0.248,1.548,0.26,0.291,0.266,0.189,0.028,2.786,23.22,22.291,52.322,23.22,45.82,1.548,73.375,0.929,25.077,50.464,97.214,0.316,0.344,99.071,3.096,25.387,0.174,52.322,0.193,0.261,47.678,71.207,0.929,0.328,99.381,48.916,10.836,50.155,23.839,3.096,73.994,25.077,2.786,23.529,55.108,31.269,79.257,99.071,97.833,0.121,0.273,3.096,48.607,45.82,0.155,0.118,0.759,0.111,0.199,99.381,23.839,77.399,73.375,74.303,50.464,99.071,0.43,23.839,1.548,75.851,25.077,0.242,0.28,2.786,69.969,51.393,0.227,0.189,1.548,97.833,79.257,28.483,74.303,99.381,99.381,71.517,0.23,0.261,57.276,0.081,54.799,25.387,72.446,1.858,99.071,0.929,0.421,0.316,0.251,0.929,72.136,99.381,99.071,0.362,0.142,0.223
2axa,1,3,0.99,1,2,0.81,0.64,1,0.99,0.64,20,16.33333333,8,488.4,486.3666667,73.846,75,16.923,98.462,96.538,0.162,38.077,0.265,0.3,0.274,21.154,98.077,99.231,42.692,1.538,25,51.154,0.174,0.131,0.162,98.846,2.308,74.231,74.231,50.769,98.846,73.077,26.538,33.846,40.769,50.769,1.923,76.538,61.923,1.154,75,33.846,98.077,99.231,1.923,50.385,0.396,0.465,0.3,2.308,0.219,0.292,0.235,0.178,0.015,18.846,43.462,19.231,49.231,25,47.308,2.308,71.923,1.923,24.231,45,98.846,0.304,0.285,99.231,1.154,22.308,0.178,49.231,0.228,0.255,49.615,67.692,1.154,0.396,98.077,49.615,1.538,53.077,16.923,1.154,75,29.231,1.538,25,63.077,32.308,74.231,99.231,96.923,0.166,0.205,1.154,45,40.769,0.174,0.096,0.781,0.108,0.201,98.462,19.231,79.615,75.385,71.538,47.692,90.769,0.458,13.077,10.769,74.615,28.077,0.201,0.259,1.538,70,50.769,0.255,0.174,1.538,98.846,74.231,22.308,71.538,98.846,98.462,71.923,0.216,0.22,49.231,0.042,46.923,22.308,73.462,1.154,99.231,1.154,0.435,0.304,0.246,1.923,75.769,99.231,99.231,0.427,0.138,0.2
2cd2,1,1,0.89,0.89,1,0.81,0.503333333,2,1,0.503333333,29,21.66666667,4,464.9,398.5,71.905,72.381,23.81,98.095,98.095,0.182,29.048,0.324,0.31,0.244,27.143,99.048,99.048,71.905,1.905,29.048,47.619,0.153,0.11,0.177,97.619,1.429,76.667,72.857,43.81,97.619,69.524,24.286,25.714,45.714,54.286,3.81,74.286,51.905,1.429,69.524,25.714,99.048,99.048,3.81,43.81,0.343,0.381,0.31,1.429,0.29,0.305,0.276,0.196,0.043,3.333,19.048,26.19,57.619,28.095,49.524,1.429,75.714,1.905,22.857,47.143,98.571,0.314,0.329,98.571,1.905,23.333,0.254,57.619,0.244,0.278,50.476,85.714,4.286,0.338,99.048,50,16.19,52.381,24.762,1.905,73.333,22.381,1.905,29.048,46.667,20.476,77.619,96.19,98.571,0.225,0.215,4.762,48.095,48.095,0.153,0.114,0.729,0.138,0.196,98.095,26.19,69.524,65.714,78.571,46.19,98.571,0.4,42.381,3.333,77.619,24.286,0.268,0.211,1.905,72.381,54.286,0.244,0.187,1.429,98.571,77.619,23.333,78.571,97.619,98.095,73.81,0.239,0.23,45.714,0.053,40.952,21.905,70,1.429,98.571,1.429,0.4,0.314,0.267,3.81,68.095,99.048,99.048,0.371,0.167,0.152
2fnm,1,0,0,0,3,0.63,0.58,1,1,0.58,24,18.33333333,6,472.1,347.5,68.939,77.273,21.97,99.242,99.242,0.186,14.394,0.386,0.269,0.213,30.303,98.864,97.348,45.076,4.924,26.894,56.061,0.118,0.122,0.209,98.485,1.136,81.061,77.652,59.091,98.485,65.909,30.682,17.803,49.242,50.758,1.515,73.864,43.182,1.136,73.864,17.803,98.864,99.242,1.515,56.439,0.326,0.394,0.269,1.136,0.322,0.25,0.326,0.19,0.019,4.167,22.727,30.303,43.561,25.379,53.409,1.136,84.47,1.515,24.621,43.939,98.485,0.318,0.386,99.242,4.924,21.591,0.213,43.561,0.232,0.323,54.924,72.348,2.652,0.28,98.864,48.485,6.061,51.515,24.242,4.924,78.409,26.515,4.167,26.894,50.758,16.667,69.318,96.97,98.485,0.19,0.266,3.409,48.106,42.424,0.152,0.121,0.746,0.117,0.152,99.242,30.303,73.485,68.939,81.439,49.242,92.424,0.409,26.894,1.894,64.773,30.303,0.255,0.209,4.167,73.106,50.758,0.209,0.266,1.136,98.485,69.318,21.212,81.439,98.864,99.242,70.833,0.281,0.175,41.667,0.053,59.091,18.182,80.682,1.136,99.242,1.136,0.409,0.318,0.258,1.515,80.682,98.864,97.348,0.311,0.159,0.193
2h15,1,0,0.32,0.32,2,0.66,0.55,1,1,0.55,19,17,9,1113.1,676.3333333,68.939,77.273,21.97,99.242,99.242,0.186,14.394,0.383,0.273,0.213,30.303,98.864,97.348,45.076,4.924,26.894,56.061,0.118,0.125,0.209,98.485,1.136,81.061,77.652,59.091,98.485,66.288,30.682,17.803,49.242,50.758,1.515,73.864,42.803,1.136,73.864,17.803,98.864,99.242,1.515,56.439,0.326,0.394,0.273,1.136,0.318,0.25,0.326,0.19,0.019,4.167,22.727,30.303,43.561,25.379,53.409,1.136,84.47,1.515,24.621,43.939,98.485,0.318,0.386,99.242,4.924,21.97,0.213,43.561,0.24,0.323,54.924,72.348,2.652,0.28,98.864,48.485,6.061,51.515,24.242,4.924,78.409,26.515,4.167,26.894,50.758,16.667,69.318,96.97,98.485,0.19,0.266,2.652,48.106,44.318,0.152,0.121,0.746,0.117,0.152,99.242,30.303,72.727,68.939,81.439,49.242,92.424,0.409,26.894,1.894,64.773,30.303,0.255,0.209,4.167,73.106,50.758,0.209,0.266,1.136,98.485,69.318,21.591,81.439,98.864,99.242,70.833,0.281,0.175,41.288,0.053,59.091,18.939,80.682,1.136,99.242,1.136,0.405,0.318,0.261,1.515,80.682,98.864,97.348,0.311,0.163,0.193
2h4n,1,1,0.89,0.53,2,0.65,0.54,1,1,0.54,24,18,10,977.9,703.6333333,68.821,77.186,21.673,99.24,99.24,0.195,14.068,0.384,0.266,0.202,30.038,98.859,97.338,44.867,4.563,26.616,55.894,0.126,0.118,0.21,98.479,1.141,80.989,77.567,57.034,98.479,66.16,32.319,17.49,47.529,49.43,1.141,73.764,42.966,2.281,74.144,17.49,98.859,99.24,1.141,55.513,0.331,0.399,0.266,1.521,0.319,0.251,0.331,0.191,0.019,3.802,22.433,30.038,43.726,25.095,53.232,1.521,84.411,1.141,24.715,43.726,98.479,0.323,0.384,99.24,4.563,21.673,0.21,43.726,0.233,0.332,54.753,72.243,2.281,0.278,98.859,50.57,5.703,51.331,25.856,4.563,78.327,26.236,3.802,26.616,50.57,16.35,69.202,96.958,98.479,0.187,0.267,2.281,47.909,44.106,0.153,0.122,0.745,0.118,0.16,99.24,30.038,73.384,68.821,80.989,49.81,92.395,0.403,26.616,1.521,64.639,30.418,0.252,0.202,3.802,73.004,49.43,0.218,0.267,1.521,98.479,69.202,21.293,80.989,98.859,99.24,70.722,0.282,0.183,41.445,0.053,58.935,18.631,80.228,2.281,99.24,1.141,0.407,0.323,0.255,1.141,80.608,98.859,97.338,0.308,0.16,0.198
2hdj,1,2,0.93,0.57,4,0.81,0.696666667,3,0.95,0.696666667,21,18.33333333,5,805.9,651.9333333,71.56,74.312,24.465,93.578,93.578,0.163,23.547,0.309,0.263,0.224,22.63,99.388,99.083,43.425,2.446,27.523,51.07,0.172,0.107,0.181,99.388,0.917,75.841,75.535,53.823,99.388,70.642,26.911,23.853,48.93,52.294,1.529,74.618,48.012,0.917,74.618,23.853,98.165,99.083,1.223,53.211,0.394,0.474,0.263,0.917,0.251,0.263,0.269,0.206,0.021,1.835,26.3,29.358,49.847,24.159,48.93,0.917,80.122,1.223,25.076,45.566,98.777,0.336,0.327,99.083,2.446,20.183,0.178,49.847,0.175,0.273,51.988,69.419,2.752,0.324,98.165,49.541,1.223,50.459,29.052,2.446,72.783,25.076,1.223,27.523,49.847,22.936,75.841,99.083,98.777,0.135,0.245,2.141,45.26,44.343,0.175,0.125,0.737,0.125,0.193,99.388,29.664,71.56,71.865,76.758,50.765,99.083,0.456,24.159,1.835,68.807,26.911,0.23,0.245,1.223,74.006,52.294,0.233,0.215,0.917,98.777,75.841,22.018,76.758,99.388,99.388,71.254,0.239,0.252,46.789,0.064,55.657,19.572,74.618,0.917,99.083,0.917,0.425,0.336,0.226,1.223,78.287,99.388,99.083,0.367,0.156,0.214
2oax,1,4,1,1,4,0.81,0.763333333,1,0.99,0.763333333,16,14,9,594.9,579.2333333,72.308,75.385,14.615,99.231,99.231,0.093,35,0.296,0.281,0.224,23.462,98.077,97.308,54.231,3.846,25.385,50.385,0.189,0.104,0.162,98.462,1.538,74.615,74.615,49.231,98.462,72.308,28.077,34.615,40.385,52.692,1.154,73.846,60.385,3.077,73.077,34.615,98.077,99.231,1.154,49.615,0.396,0.454,0.281,2.308,0.25,0.265,0.235,0.174,0.015,2.308,22.692,23.462,53.846,27.692,48.077,2.308,71.538,1.154,24.615,45,96.154,0.304,0.327,99.231,3.077,16.154,0.17,53.846,0.243,0.263,49.615,79.615,1.154,0.354,98.077,52.308,6.538,49.615,20.385,3.077,76.154,28.077,2.308,25.385,60.385,23.846,75.385,96.923,96.923,0.151,0.208,3.462,40.769,45,0.189,0.104,0.777,0.104,0.193,99.231,23.462,72.308,72.308,74.231,48.077,94.615,0.485,14.231,2.308,76.923,28.077,0.22,0.278,2.308,75,52.692,0.239,0.212,2.308,96.923,75.385,15.769,74.231,98.077,99.231,72.308,0.212,0.224,46.154,0.05,46.538,18.077,71.923,3.077,99.231,1.154,0.396,0.304,0.285,1.154,71.923,98.462,97.308,0.396,0.127,0.212
2ovh,1,3,0.98,0.85,3,0.81,0.683333333,1,0.98,0.683333333,21,19.66666667,5,685.1,419.5,71.923,75.385,14.615,99.231,99.231,0.124,26.154,0.277,0.25,0.259,25.769,98.077,97.692,44.615,1.538,25.385,51.154,0.178,0.108,0.143,98.462,3.846,74.615,77.692,52.308,98.462,70,28.077,33.077,35.385,52.692,1.154,72.308,61.923,2.308,74.231,33.077,98.077,99.231,1.154,52.692,0.446,0.5,0.25,6.538,0.235,0.254,0.246,0.17,0.012,12.308,35,25.385,51.154,31.154,51.538,6.538,67.692,1.154,24.615,40.385,95.385,0.292,0.296,99.231,1.538,16.154,0.139,51.154,0.236,0.239,49.615,64.615,1.154,0.396,98.077,56.154,1.923,48.846,19.231,1.538,76.154,28.077,1.538,25.385,61.923,22.308,75.385,96.923,96.923,0.124,0.236,2.308,40,37.692,0.166,0.088,0.8,0.096,0.205,99.231,23.462,73.077,73.077,74.231,48.462,90.769,0.485,13.077,10.769,79.231,28.846,0.251,0.263,1.538,76.154,52.692,0.236,0.17,1.538,96.923,75.385,15.769,74.231,98.077,99.231,66.154,0.259,0.228,45,0.05,50.385,20.385,74.231,2.308,99.231,1.154,0.423,0.292,0.269,1.154,74.231,98.462,97.692,0.427,0.119,0.204
2oz7,1,1,0.99,0.99,2,0.81,0.663333333,1,0.98,0.663333333,20,18,9,578,672.5666667,75.889,74.704,15.81,98.419,96.443,0.163,36.364,0.269,0.304,0.282,20.158,98.024,99.209,49.407,1.186,25.296,50.593,0.163,0.135,0.151,98.814,1.186,73.518,73.913,51.779,98.814,73.123,26.877,32.806,40.711,52.964,1.186,75.889,60.87,1.581,74.704,32.806,98.024,99.209,1.186,50.988,0.391,0.458,0.304,1.976,0.221,0.285,0.237,0.183,0.016,16.601,41.897,18.577,47.826,25.692,48.221,1.976,71.146,1.186,24.111,44.664,98.814,0.3,0.285,99.209,1.186,20.949,0.179,47.826,0.222,0.246,50.593,67.589,1.581,0.399,98.024,49.407,3.953,52.174,16.206,1.581,74.308,28.854,2.767,25.296,62.055,30.435,73.518,99.209,96.838,0.167,0.206,1.581,45.059,43.478,0.171,0.091,0.783,0.111,0.202,98.419,18.972,77.866,75.889,71.146,48.221,90.514,0.462,15.02,8.3,73.913,28.063,0.198,0.258,2.767,72.727,52.964,0.25,0.167,2.372,98.814,73.518,20.949,71.146,98.814,98.419,71.542,0.214,0.222,47.826,0.044,49.012,21.739,75.494,1.581,99.209,1.186,0.439,0.3,0.245,4.348,75.494,99.209,99.209,0.427,0.142,0.194
3KFY,1,1,0.93,0.93,1,0.81,0.5,2,1,0.63,29,19,2,1758.7,668.5,73.585,69.811,27.044,100,100,0.165,27.673,0.39,0.252,0.278,18.239,98.113,98.742,72.956,10.692,27.673,45.283,0.158,0.057,0.266,94.969,0.629,61.635,71.698,49.057,94.969,76.101,17.61,23.899,44.025,54.717,1.887,72.327,44.654,0.629,71.069,23.899,98.113,100,1.887,49.057,0.346,0.421,0.252,0.629,0.327,0.289,0.302,0.12,0.025,7.547,20.755,21.384,47.799,20.126,47.17,0.629,79.245,1.887,22.013,50.943,94.34,0.314,0.358,100,1.258,27.044,0.196,47.799,0.241,0.278,47.17,82.39,1.258,0.327,98.113,50.314,6.918,51.572,24.528,1.258,65.409,25.786,6.918,27.673,35.849,26.415,78.616,98.742,94.34,0.158,0.285,1.258,48.428,49.686,0.146,0.164,0.742,0.094,0.184,100,22.642,77.987,73.585,79.874,47.17,98.742,0.409,43.396,7.547,71.698,18.868,0.291,0.253,6.918,65.409,54.717,0.171,0.253,0.629,94.34,78.616,24.528,79.874,97.484,100,76.73,0.297,0.234,45.912,0.044,55.975,28.302,70.44,0.629,100,0.629,0.44,0.314,0.245,1.887,70.44,98.113,98.742,0.352,0.126,0.195
3MDZ,1,4,1,0.783333333,5,0.85,0.713333333,1,1,0.413333333,20,17.66666667,10,1429.5,796.1666667,71.886,76.512,20.285,98.932,98.932,0.179,17.082,0.395,0.288,0.275,27.758,100,98.577,45.196,5.694,29.181,57.651,0.121,0.118,0.146,99.644,0.356,86.121,74.021,51.601,99.644,68.327,27.758,21.708,43.772,49.11,0.712,76.512,47.331,0.356,73.665,21.708,100,99.288,2.847,49.466,0.302,0.384,0.288,0.356,0.327,0.267,0.338,0.146,0.018,13.879,42.705,24.555,49.822,24.199,54.093,0.356,79.004,2.847,22.42,45.552,99.644,0.267,0.445,98.932,3.915,22.776,0.186,49.822,0.279,0.239,53.025,61.922,3.559,0.288,100,50.89,4.27,53.737,23.488,3.915,79.715,28.826,4.27,29.181,67.26,19.929,74.733,96.441,99.644,0.161,0.282,3.915,47.687,46.619,0.139,0.103,0.808,0.089,0.154,100,24.911,74.377,69.395,80.427,48.399,91.815,0.395,25.979,0.712,74.733,25.623,0.257,0.182,4.27,73.31,49.11,0.154,0.225,0.356,99.644,74.733,22.776,80.427,100,100,71.53,0.271,0.189,45.552,0.043,49.11,20.285,79.715,0.356,98.932,0.356,0.384,0.267,0.349,2.847,79.715,100,98.577,0.324,0.157,0.192
3V93,1,2,0.67,0.74,2,0.81,0.623333333,2,0.93,0.536666667,26,19.66666667,17,2159.1,1021.1,72.754,75.942,17.681,98.551,98.551,0.192,28.696,0.417,0.229,0.297,24.058,99.42,99.42,54.203,4.348,26.087,49.855,0.131,0.081,0.189,100,0.87,76.812,76.232,49.855,100,70.435,21.159,24.348,47.826,53.623,0.29,75.362,58.261,0.58,73.333,24.348,99.42,98.841,0.29,52.174,0.339,0.406,0.229,1.449,0.365,0.275,0.261,0.119,0.02,1.739,23.478,25.797,50.145,29.275,47.826,1.449,81.159,0.29,24.638,47.536,100,0.261,0.412,98.551,0.58,21.739,0.221,50.145,0.241,0.25,49.855,78.841,0.29,0.328,99.42,51.304,2.029,46.667,26.377,0.58,75.362,20.29,1.739,26.087,58.261,26.957,76.522,97.101,99.13,0.201,0.282,0.58,47.536,48.406,0.11,0.119,0.797,0.084,0.131,98.551,25.797,71.014,72.174,78.841,47.826,97.101,0.464,22.609,1.449,76.522,23.768,0.218,0.235,1.739,73.623,53.623,0.192,0.169,1.449,100,76.522,21.739,78.841,100,98.551,73.043,0.276,0.16,48.696,0.041,49.275,25.507,78.551,0.58,98.551,0.29,0.484,0.261,0.255,0.29,77.971,100,99.42,0.336,0.128,0.171
4I15,1,2,0.96,0.603333333,4,0.81,0.713333333,1,0.98,0.463333333,29,21,13,2390,1147.4,71.72,73.178,23.032,100,100,0.143,20.117,0.344,0.254,0.243,22.741,99.125,99.417,53.644,0.583,24.198,48.105,0.17,0.088,0.234,99.708,1.166,80.758,76.676,44.606,99.708,71.72,23.615,25.656,47.813,53.644,1.166,74.344,43.149,0.875,72.886,25.656,99.125,100,1.166,45.481,0.379,0.431,0.254,0.292,0.315,0.297,0.242,0.158,0.035,0.292,13.994,23.615,54.227,24.781,48.98,0.292,79.3,0.583,26.531,47.813,99.708,0.318,0.327,100,0.583,29.446,0.178,54.227,0.184,0.307,44.606,74.636,0.875,0.356,99.125,55.102,5.248,42.566,24.198,0.583,74.344,23.615,0.292,24.198,43.149,28.28,79.009,99.417,96.793,0.161,0.266,0.875,53.644,54.81,0.161,0.143,0.749,0.108,0.175,100,23.032,69.096,67.93,79.883,48.105,99.417,0.461,21.866,0.292,75.51,23.907,0.208,0.295,0.292,72.303,53.644,0.254,0.213,0.292,99.708,79.009,21.283,79.883,99.708,100,72.012,0.266,0.202,46.647,0.058,50.146,27.114,73.178,0.875,100,0.583,0.461,0.318,0.222,1.458,73.178,99.708,99.417,0.379,0.134,0.172
4KN0,1,1,0.89,0.54,2,0.83,0.65,0,0.14,0.086666667,22,16,7,1048.6,1764.666667,76.329,74.396,21.256,100,96.618,0.204,16.425,0.362,0.309,0.184,29.952,99.517,95.652,39.13,3.865,22.222,49.758,0.155,0.112,0.16,100,0.966,60.87,73.43,44.928,100,77.295,28.502,26.57,50.242,45.411,0.483,72.947,34.783,2.899,76.812,26.57,99.034,100,0.483,45.411,0.251,0.382,0.309,1.449,0.309,0.29,0.3,0.189,0.024,1.449,16.425,27.053,49.275,22.222,54.106,1.449,73.43,0.483,26.57,59.42,99.034,0.329,0.386,96.618,2.899,20.773,0.204,49.275,0.209,0.272,50.725,57.005,0.483,0.285,99.517,47.343,2.415,54.106,27.053,2.899,71.498,29.952,1.449,22.222,34.3,21.256,74.396,95.169,94.203,0.184,0.218,1.932,53.623,58.454,0.184,0.111,0.768,0.121,0.136,100,26.087,75.845,79.227,64.734,51.691,95.169,0.411,13.527,1.449,62.802,29.952,0.238,0.243,1.449,77.295,45.411,0.233,0.223,1.449,99.034,74.396,20.29,64.734,97.585,100,75.362,0.155,0.199,51.208,0.034,45.411,23.188,71.014,2.899,96.618,0.483,0.382,0.329,0.29,0.483,73.43,100,95.652,0.314,0.174,0.203
4PH9,1,7,1,0.893333333,4,0.81,0.73,2,0.9,0.7,19,14,15,10670.1,4646.566667,76.588,74.229,22.323,98.367,98.367,0.202,24.501,0.321,0.285,0.235,27.405,100,100,52.813,0.544,27.768,49.909,0.182,0.111,0.175,99.456,0.181,75.862,75.318,51.724,99.456,76.588,26.497,24.501,45.554,52.087,0.181,71.869,39.383,0.726,74.592,24.501,100,98.367,0.544,54.265,0.372,0.459,0.285,0.181,0.256,0.318,0.274,0.167,0.022,2.178,25.045,28.494,44.828,29.946,51.543,0.181,74.41,0.544,23.593,45.191,99.456,0.307,0.365,99.819,0.544,23.049,0.187,44.828,0.211,0.271,49.728,76.588,0.726,0.328,100,52.269,2.541,47.368,26.316,1.27,74.229,19.056,1.27,27.768,40.29,18.693,70.054,99.819,99.819,0.155,0.231,0.726,46.642,49.183,0.173,0.107,0.791,0.102,0.225,99.637,25.59,71.869,75.318,73.866,49.365,94.737,0.408,28.131,0.181,67.877,23.956,0.205,0.28,1.27,75.318,52.087,0.222,0.222,0.181,99.456,70.054,22.868,73.866,100,99.637,76.588,0.215,0.262,43.92,0.067,52.632,21.234,74.41,0.726,99.819,0.181,0.41,0.307,0.283,1.089,74.229,100,100,0.377,0.136,0.23
4YAA,1,0,0.31,0.15,2,0.83,0.67,0,0.26,0.113333333,23,16.66666667,12,689.7,727.7333333,69.935,78.758,22.549,98.366,98.366,0.128,17.647,0.412,0.216,0.233,26.144,99.346,99.673,54.902,0.98,24.51,55.229,0.131,0.089,0.157,100,0.327,76.471,76.797,51.634,100,70.588,33.007,21.895,50,51.307,1.634,66.34,37.908,0.327,73.856,21.895,99.346,99.346,1.634,53.922,0.356,0.415,0.216,0.327,0.369,0.242,0.291,0.197,0.02,0.654,20.588,29.739,45.752,22.222,52.288,0.327,72.549,1.634,26.144,44.771,100,0.327,0.415,99.673,0.98,19.935,0.161,45.752,0.226,0.266,54.248,75.49,2.941,0.258,99.346,46.405,0.98,49.346,23.203,0.98,82.026,28.431,0.654,24.51,43.464,16.34,72.222,99.673,100,0.131,0.364,2.288,48.039,49.02,0.187,0.098,0.788,0.114,0.141,98.366,27.778,67.974,66.993,79.085,49.02,97.059,0.467,22.549,0.654,73.203,32.353,0.269,0.266,0.654,76.797,51.307,0.177,0.275,0.327,100,72.222,17.32,79.085,95.752,98.366,75.49,0.344,0.187,47.386,0.069,43.137,15.686,78.758,0.327,99.673,0.327,0.386,0.327,0.288,2.288,81.699,100,99.673,0.288,0.134,0.209
